Application order,Age at enrollment,Unemployment rate,Inflation rate,GDP,Units 1st sem credit,Units 1st sem enroll,Units 1st sem approved,Units 1st sem grade,Units 1st sem eval,Units 1st sem without eval,Target,cluster_label
2,20,15.5,2.8,-4.06,0,6,6,14.0,6,0,Dropout,0
1,21,9.4,-0.8,-3.12,0,5,4,11.5,7,0,Graduate,0
1,19,12.4,0.5,1.79,0,5,5,11.2,6,0,Graduate,0
4,18,10.8,1.4,1.74,0,8,7,15.07,8,0,Graduate,0
1,18,10.8,1.4,1.74,0,5,1,10.0,6,0,Dropout,0
1,24,12.4,0.5,1.79,0,5,4,12.0,5,0,Enrolled,0
1,22,12.7,3.7,-1.7,0,6,4,13.0,11,0,Graduate,0
4,18,16.2,0.3,-0.92,0,6,4,11.0,7,0,Dropout,0
2,18,9.4,-0.8,-3.12,0,6,6,13.571428571428571,8,0,Graduate,0
2,21,16.2,0.3,-0.92,0,6,5,14.6,7,0,Graduate,0
1,38,16.2,0.3,-0.92,0,7,3,11.833333333333334,13,0,Dropout,1
1,19,12.7,3.7,-1.7,0,7,7,12.625,11,0,Graduate,0
1,36,16.2,0.3,-0.92,0,7,4,11.5,12,0,Dropout,1
1,18,12.7,3.7,-1.7,0,5,4,13.25,8,1,Graduate,0
3,19,12.4,0.5,1.79,0,7,7,12.60625,9,0,Graduate,0
1,21,8.9,1.4,3.51,7,10,8,13.75,15,0,Dropout,3
2,19,11.1,0.6,2.02,0,7,6,13.598333333333334,10,0,Enrolled,0
1,18,16.2,0.3,-0.92,0,6,5,11.142857142857142,11,0,Graduate,0
1,45,13.9,-0.3,0.79,7,11,11,12.7,11,0,Enrolled,1
1,20,7.6,2.6,0.32,0,5,1,10.0,9,0,Dropout,0
1,18,13.9,-0.3,0.79,0,6,6,11.666666666666666,8,0,Graduate,0
1,18,11.1,0.6,2.02,0,6,6,14.0,8,0,Graduate,0
2,25,10.8,1.4,1.74,0,5,0,0.0,9,4,Dropout,2
6,19,10.8,1.4,1.74,0,8,7,12.04142857142857,9,0,Graduate,0
1,18,13.9,-0.3,0.79,0,0,0,0.0,0,0,Graduate,2
1,39,13.9,-0.3,0.79,12,13,13,13.76923076923077,14,0,Graduate,3
1,29,15.5,2.8,-4.06,13,18,18,15.444444444444445,20,0,Graduate,3
1,18,13.9,-0.3,0.79,0,7,6,11.5,9,0,Enrolled,0
1,23,10.8,1.4,1.74,0,3,2,10.0,3,0,Dropout,0
1,21,12.7,3.7,-1.7,0,6,4,12.25,8,0,Dropout,0
1,18,10.8,1.4,1.74,0,6,6,14.5,6,0,Graduate,0
1,23,12.4,0.5,1.79,0,6,6,15.571428571428571,7,0,Graduate,0
1,18,11.1,0.6,2.02,0,6,6,15.571428571428571,7,0,Graduate,0
1,32,9.4,-0.8,-3.12,0,6,5,13.8,8,0,Graduate,1
2,29,10.8,1.4,1.74,0,5,3,10.666666666666666,8,0,Dropout,0
6,20,8.9,1.4,3.51,0,6,5,11.6,8,0,Graduate,0
1,28,9.4,-0.8,-3.12,0,6,1,13.0,11,0,Dropout,0
1,27,10.8,1.4,1.74,0,5,3,12.0,9,0,Graduate,0
2,22,7.6,2.6,0.32,11,14,12,12.333333333333334,14,2,Graduate,3
1,37,16.2,0.3,-0.92,0,6,6,12.875,10,0,Enrolled,1
1,28,12.7,3.7,-1.7,0,6,1,11.0,12,0,Dropout,0
1,43,8.9,1.4,3.51,0,6,4,12.25,10,0,Dropout,1
1,32,10.8,1.4,1.74,0,7,0,0.0,7,7,Dropout,2
1,20,15.5,2.8,-4.06,0,6,4,10.75,11,0,Enrolled,0
1,35,9.4,-0.8,-3.12,0,8,8,13.63,9,1,Graduate,1
1,21,7.6,2.6,0.32,0,5,3,13.0,8,0,Graduate,0
4,18,12.4,0.5,1.79,0,7,6,13.533333333333331,9,0,Enrolled,0
1,18,16.2,0.3,-0.92,0,7,7,16.9,7,0,Graduate,0
4,18,16.2,0.3,-0.92,0,6,5,12.0,10,0,Graduate,0
1,22,12.4,0.5,1.79,3,6,6,12.5,6,0,Graduate,0
2,19,10.8,1.4,1.74,0,8,7,12.764285714285714,8,0,Graduate,0
2,18,13.9,-0.3,0.79,0,5,5,13.75,8,0,Graduate,0
2,19,12.4,0.5,1.79,0,0,0,0.0,0,0,Dropout,2
1,18,11.1,0.6,2.02,0,7,7,14.604285714285712,7,0,Graduate,0
1,31,16.2,0.3,-0.92,0,5,0,0.0,7,0,Dropout,2
1,33,9.4,-0.8,-3.12,0,6,5,13.833333333333334,9,0,Graduate,1
3,19,9.4,-0.8,-3.12,0,8,8,13.57625,8,0,Graduate,0
1,18,12.7,3.7,-1.7,0,6,6,15.142857142857142,7,0,Graduate,0
1,23,7.6,2.6,0.32,0,5,3,10.666666666666666,8,0,Graduate,0
1,20,9.4,-0.8,-3.12,0,6,5,11.2,11,0,Graduate,0
5,18,9.4,-0.8,-3.12,0,8,8,13.76375,8,0,Graduate,0
1,21,8.9,1.4,3.51,7,9,8,13.25,10,0,Enrolled,0
1,22,12.7,3.7,-1.7,0,6,5,10.714285714285714,10,0,Graduate,0
1,20,9.4,-0.8,-3.12,0,6,6,12.166666666666666,6,0,Graduate,0
1,23,7.6,2.6,0.32,1,7,6,14.357142857142858,8,0,Graduate,0
2,19,16.2,0.3,-0.92,0,6,6,12.833333333333334,6,0,Graduate,0
6,19,10.8,1.4,1.74,0,8,7,13.925714285714283,8,0,Graduate,0
1,26,10.8,1.4,1.74,0,5,2,12.0,9,0,Dropout,0
6,18,16.2,0.3,-0.92,0,7,7,13.44285714285714,7,0,Graduate,0
1,18,9.4,-0.8,-3.12,0,5,1,16.0,5,0,Dropout,0
1,20,16.2,0.3,-0.92,0,6,6,13.125,8,0,Graduate,0
1,19,15.5,2.8,-4.06,0,6,0,0.0,7,0,Dropout,2
1,32,10.8,1.4,1.74,5,9,5,11.4,9,0,Dropout,1
1,31,9.4,-0.8,-3.12,0,4,2,11.0,12,2,Dropout,1
1,25,13.9,-0.3,0.79,0,5,1,11.0,13,0,Enrolled,0
1,21,16.2,0.3,-0.92,2,6,5,13.666666666666666,14,0,Graduate,0
1,31,12.7,3.7,-1.7,2,6,4,11.75,10,0,Dropout,1
1,34,16.2,0.3,-0.92,0,7,1,10.0,11,0,Dropout,1
1,18,11.1,0.6,2.02,0,6,6,13.5,8,0,Graduate,0
3,19,12.4,0.5,1.79,0,6,0,0.0,0,0,Dropout,2
1,21,8.9,1.4,3.51,0,6,1,12.0,12,0,Enrolled,0
2,18,9.4,-0.8,-3.12,0,6,3,13.0,11,0,Dropout,0
1,20,11.1,0.6,2.02,0,6,6,14.833333333333334,7,0,Graduate,0
1,20,15.5,2.8,-4.06,0,6,6,11.833333333333334,6,0,Graduate,0
3,18,11.1,0.6,2.02,0,6,5,12.0,10,0,Graduate,0
1,19,7.6,2.6,0.32,0,6,4,12.75,11,0,Graduate,0
1,19,12.7,3.7,-1.7,0,5,0,0.0,5,5,Enrolled,2
1,30,11.1,0.6,2.02,0,6,0,0.0,7,0,Dropout,2
1,19,11.1,0.6,2.02,0,6,6,12.0,6,0,Graduate,0
3,19,12.7,3.7,-1.7,0,7,7,11.677777777777775,9,0,Graduate,0
4,19,12.7,3.7,-1.7,0,8,7,13.6,8,0,Graduate,0
1,19,12.4,0.5,1.79,0,6,6,16.0,7,0,Graduate,0
3,20,7.6,2.6,0.32,0,6,5,11.8,9,0,Graduate,0
1,25,13.9,-0.3,0.79,0,5,0,0.0,5,0,Dropout,2
2,19,12.4,0.5,1.79,0,6,0,0.0,0,0,Dropout,2
1,34,9.4,-0.8,-3.12,0,6,6,16.142857142857142,7,0,Graduate,1
2,18,12.7,3.7,-1.7,0,8,7,11.785714285714286,8,0,Graduate,0
6,18,9.4,-0.8,-3.12,0,8,8,13.42375,8,0,Graduate,0
1,20,11.1,0.6,2.02,0,6,6,12.5,8,0,Graduate,0
2,20,10.8,1.4,1.74,0,8,7,12.464285714285714,8,0,Graduate,0
1,23,8.9,1.4,3.51,6,11,8,12.375,18,0,Enrolled,3
1,28,10.8,1.4,1.74,0,6,1,10.0,8,0,Dropout,0
1,18,15.5,2.8,-4.06,0,6,5,12.6,8,0,Enrolled,0
1,19,16.2,0.3,-0.92,0,5,5,12.6,5,0,Graduate,0
1,34,7.6,2.6,0.32,0,5,2,10.0,7,0,Dropout,1
1,35,8.9,1.4,3.51,0,7,0,0.0,7,0,Dropout,1
1,32,12.4,0.5,1.79,0,5,5,11.6,7,0,Graduate,1
2,19,11.1,0.6,2.02,0,6,6,12.166666666666666,8,0,Graduate,0
5,18,11.1,0.6,2.02,0,6,4,13.6,10,0,Graduate,0
1,35,9.4,-0.8,-3.12,0,5,4,12.5,8,1,Dropout,1
1,24,12.4,0.5,1.79,0,6,4,12.25,6,0,Enrolled,0
1,20,13.9,-0.3,0.79,0,6,6,11.714285714285714,7,0,Graduate,0
3,18,16.2,0.3,-0.92,0,6,6,13.5,7,0,Graduate,0
3,20,10.8,1.4,1.74,0,8,7,13.024285714285714,8,0,Graduate,0
5,18,9.4,-0.8,-3.12,0,6,0,0.0,12,0,Dropout,2
1,18,12.4,0.5,1.79,0,5,5,17.333333333333332,6,0,Graduate,0
1,20,9.4,-0.8,-3.12,0,5,4,11.0,7,0,Graduate,0
2,19,12.4,0.5,1.79,0,7,6,13.666666666666666,10,0,Dropout,0
2,20,7.6,2.6,0.32,0,6,6,11.375,9,0,Enrolled,0
1,19,10.8,1.4,1.74,0,6,6,12.833333333333334,6,0,Graduate,0
1,20,7.6,2.6,0.32,0,6,5,12.6,9,0,Graduate,0
1,22,11.1,0.6,2.02,0,7,6,14.333333333333334,8,0,Graduate,0
2,18,11.1,0.6,2.02,0,5,4,13.5,8,0,Enrolled,0
1,19,12.7,3.7,-1.7,0,8,7,14.285714285714286,8,0,Graduate,0
1,22,13.9,-0.3,0.79,2,6,3,11.75,15,0,Dropout,0
5,20,8.9,1.4,3.51,0,5,5,14.8,5,0,Graduate,0
1,34,12.4,0.5,1.79,0,6,0,0.0,7,0,Dropout,2
1,24,16.2,0.3,-0.92,0,6,1,10.0,14,0,Dropout,0
2,26,7.6,2.6,0.32,0,5,0,0.0,5,0,Dropout,2
1,35,12.4,0.5,1.79,0,7,4,12.6,10,0,Dropout,1
1,22,7.6,2.6,0.32,0,5,5,12.428571428571429,9,1,Graduate,0
1,26,9.4,-0.8,-3.12,0,6,4,10.0,10,0,Enrolled,0
1,19,8.9,1.4,3.51,0,5,3,12.333333333333334,7,0,Dropout,0
5,19,8.9,1.4,3.51,0,6,0,0.0,0,0,Dropout,2
1,20,15.5,2.8,-4.06,0,0,0,0.0,0,0,Graduate,2
1,21,11.1,0.6,2.02,5,11,10,12.1,12,0,Graduate,3
2,19,13.9,-0.3,0.79,0,6,6,14.714285714285714,7,0,Graduate,0
3,18,12.7,3.7,-1.7,0,6,6,12.666666666666666,6,0,Graduate,0
1,23,8.9,1.4,3.51,7,12,12,14.384615384615383,14,0,Graduate,3
3,18,12.7,3.7,-1.7,0,5,5,13.4,5,0,Graduate,0
1,18,12.7,3.7,-1.7,0,8,7,13.314285714285717,8,0,Graduate,0
3,19,10.8,1.4,1.74,0,8,7,11.98857142857143,8,0,Graduate,0
1,21,8.9,1.4,3.51,6,11,11,11.545454545454543,17,0,Graduate,3
1,18,15.5,2.8,-4.06,0,6,6,16.46153846153846,13,0,Graduate,0
1,24,10.8,1.4,1.74,0,6,6,13.666666666666666,7,0,Graduate,0
4,18,16.2,0.3,-0.92,0,7,7,12.65,8,0,Dropout,0
1,18,13.9,-0.3,0.79,0,6,6,12.333333333333334,7,0,Enrolled,0
2,20,12.4,0.5,1.79,0,7,6,14.37,8,0,Graduate,0
2,19,9.4,-0.8,-3.12,0,5,3,12.0,13,2,Enrolled,0
5,18,7.6,2.6,0.32,0,6,3,12.0,12,0,Dropout,0
1,19,10.8,1.4,1.74,0,6,4,12.0,11,0,Dropout,0
2,19,10.8,1.4,1.74,0,6,5,12.6,10,0,Graduate,0
5,18,10.8,1.4,1.74,0,6,6,12.166666666666666,6,0,Graduate,0
2,20,11.1,0.6,2.02,0,7,6,13.5,8,0,Enrolled,0
5,18,9.4,-0.8,-3.12,0,8,8,13.76375,8,0,Graduate,0
6,19,11.1,0.6,2.02,0,7,6,12.4,11,0,Graduate,0
3,18,13.9,-0.3,0.79,0,5,4,10.666666666666666,16,0,Enrolled,0
2,18,7.6,2.6,0.32,0,7,6,14.333333333333334,7,0,Graduate,0
1,21,11.1,0.6,2.02,0,6,4,12.5,12,0,Enrolled,0
1,19,7.6,2.6,0.32,0,6,1,10.0,14,0,Dropout,0
4,21,12.4,0.5,1.79,0,7,7,14.69625,8,0,Graduate,0
1,18,11.1,0.6,2.02,0,6,4,11.5,14,0,Enrolled,0
3,18,12.7,3.7,-1.7,0,7,7,12.855555555555556,9,0,Graduate,0
1,18,11.1,0.6,2.02,0,7,7,13.7,7,0,Graduate,0
1,23,10.8,1.4,1.74,0,5,0,0.0,9,3,Dropout,2
1,20,16.2,0.3,-0.92,0,6,3,11.2,13,0,Enrolled,0
1,18,16.2,0.3,-0.92,0,7,7,13.285714285714286,7,0,Graduate,0
2,19,7.6,2.6,0.32,0,6,5,13.0,9,0,Enrolled,0
1,27,12.4,0.5,1.79,0,7,6,12.6,8,0,Enrolled,0
1,19,11.1,0.6,2.02,0,5,5,12.8,5,0,Enrolled,0
1,21,15.5,2.8,-4.06,0,6,5,11.5,14,1,Dropout,0
1,19,10.8,1.4,1.74,0,8,7,11.4,8,0,Graduate,0
1,21,13.9,-0.3,0.79,3,6,6,12.333333333333334,6,0,Graduate,0
5,18,10.8,1.4,1.74,0,6,5,12.8,7,0,Graduate,0
1,20,12.7,3.7,-1.7,0,5,5,12.0,8,1,Graduate,0
1,18,9.4,-0.8,-3.12,0,6,5,13.0,8,0,Graduate,0
1,18,12.7,3.7,-1.7,0,6,6,11.833333333333334,6,0,Dropout,0
3,18,8.9,1.4,3.51,0,6,6,14.0,8,0,Graduate,0
4,18,16.2,0.3,-0.92,0,6,6,12.333333333333334,6,0,Graduate,0
3,19,12.4,0.5,1.79,0,7,5,13.04,10,0,Enrolled,0
1,23,8.9,1.4,3.51,7,11,11,13.166666666666666,18,0,Enrolled,3
1,24,8.9,1.4,3.51,1,6,6,12.5,7,0,Graduate,0
1,19,10.8,1.4,1.74,0,0,0,0.0,0,0,Graduate,2
3,18,12.7,3.7,-1.7,0,8,7,15.657142857142857,8,0,Graduate,0
2,19,12.7,3.7,-1.7,0,6,6,12.166666666666666,6,0,Graduate,0
2,19,10.8,1.4,1.74,0,6,0,0.0,0,0,Dropout,2
1,20,11.1,0.6,2.02,0,6,5,10.6,11,0,Enrolled,0
1,20,13.9,-0.3,0.79,0,6,6,13.428571428571429,10,0,Enrolled,0
1,26,7.6,2.6,0.32,0,6,4,11.75,8,0,Dropout,0
1,36,15.5,2.8,-4.06,0,5,0,0.0,10,0,Dropout,1
1,19,10.8,1.4,1.74,0,0,0,0.0,0,0,Dropout,2
1,27,15.5,2.8,-4.06,0,5,0,0.0,0,0,Dropout,2
4,18,8.9,1.4,3.51,0,5,1,13.0,9,0,Dropout,0
4,18,10.8,1.4,1.74,0,8,7,13.331428571428573,8,0,Graduate,0
1,28,12.4,0.5,1.79,0,6,0,0.0,0,0,Dropout,2
1,21,12.4,0.5,1.79,0,0,0,0.0,0,0,Graduate,2
1,19,7.6,2.6,0.32,0,7,6,13.7,7,0,Graduate,0
1,26,9.4,-0.8,-3.12,0,5,0,0.0,5,0,Dropout,2
1,20,11.1,0.6,2.02,4,9,9,13.454545454545457,12,0,Dropout,0
6,19,12.7,3.7,-1.7,0,8,7,12.2,8,0,Graduate,0
1,21,12.7,3.7,-1.7,0,5,3,10.0,8,0,Dropout,0
1,23,8.9,1.4,3.51,0,6,5,13.0,7,0,Graduate,0
1,29,11.1,0.6,2.02,0,6,6,12.0,11,0,Graduate,0
1,20,12.7,3.7,-1.7,0,8,7,15.028571428571428,8,0,Graduate,0
1,18,15.5,2.8,-4.06,0,6,6,12.0,8,0,Graduate,0
1,19,9.4,-0.8,-3.12,0,6,5,12.0,8,0,Graduate,0
1,23,10.8,1.4,1.74,3,7,3,13.666666666666666,7,0,Dropout,0
1,21,13.9,-0.3,0.79,0,0,0,0.0,0,0,Dropout,2
1,18,15.5,2.8,-4.06,0,5,5,12.0,6,0,Enrolled,0
1,18,10.8,1.4,1.74,0,0,0,0.0,0,0,Graduate,2
5,21,9.4,-0.8,-3.12,0,6,1,14.0,6,0,Dropout,0
1,22,11.1,0.6,2.02,0,6,0,0.0,6,0,Dropout,2
1,21,8.9,1.4,3.51,0,7,7,12.375,8,0,Graduate,0
1,32,16.2,0.3,-0.92,0,7,0,0.0,0,0,Dropout,2
1,27,15.5,2.8,-4.06,14,18,18,11.421052631578949,21,0,Graduate,3
1,18,7.6,2.6,0.32,0,7,6,13.35,7,0,Graduate,0
1,24,15.5,2.8,-4.06,0,6,6,15.0,6,0,Graduate,0
1,22,12.7,3.7,-1.7,0,5,2,10.5,9,0,Dropout,0
1,22,10.8,1.4,1.74,0,6,0,0.0,0,0,Dropout,2
3,19,13.9,-0.3,0.79,0,5,5,13.25,8,0,Graduate,0
6,19,7.6,2.6,0.32,0,5,0,0.0,10,0,Dropout,2
2,21,10.8,1.4,1.74,0,5,4,11.5,7,0,Enrolled,0
2,18,9.4,-0.8,-3.12,0,8,8,13.88125,8,0,Graduate,0
2,18,9.4,-0.8,-3.12,0,6,6,11.333333333333334,8,0,Graduate,0
1,20,16.2,0.3,-0.92,0,0,0,0.0,0,0,Dropout,2
1,19,13.9,-0.3,0.79,0,6,6,12.857142857142858,7,0,Graduate,0
5,19,8.9,1.4,3.51,0,6,5,11.6,6,0,Graduate,0
1,18,12.4,0.5,1.79,0,6,5,11.4,9,0,Graduate,0
1,20,16.2,0.3,-0.92,0,6,6,13.333333333333334,11,0,Enrolled,0
1,22,12.4,0.5,1.79,2,7,7,13.571428571428571,7,0,Graduate,0
1,31,12.4,0.5,1.79,0,7,6,11.833333333333334,13,0,Graduate,1
1,19,16.2,0.3,-0.92,0,7,7,14.428571428571429,7,0,Graduate,0
2,18,12.4,0.5,1.79,0,0,0,0.0,0,0,Enrolled,2
2,18,8.9,1.4,3.51,0,6,6,12.285714285714286,8,0,Graduate,0
1,21,7.6,2.6,0.32,0,5,5,14.4,7,0,Graduate,0
5,18,13.9,-0.3,0.79,0,7,7,13.15,8,0,Graduate,0
1,25,15.5,2.8,-4.06,0,5,0,0.0,6,0,Dropout,2
1,21,11.1,0.6,2.02,0,5,0,0.0,5,0,Dropout,2
2,19,10.8,1.4,1.74,0,8,7,12.342857142857143,8,0,Graduate,0
2,19,10.8,1.4,1.74,0,6,5,12.2,6,0,Enrolled,0
1,22,7.6,2.6,0.32,0,6,4,10.5,10,0,Dropout,0
1,19,12.4,0.5,1.79,0,5,5,10.6,5,0,Graduate,0
1,58,11.1,0.6,2.02,0,6,0,0.0,6,0,Dropout,1
2,19,10.8,1.4,1.74,0,6,4,11.25,8,0,Graduate,0
1,23,9.4,-0.8,-3.12,3,9,6,10.5,11,0,Graduate,0
2,19,9.4,-0.8,-3.12,0,6,4,11.0,11,0,Enrolled,0
3,18,13.9,-0.3,0.79,0,7,7,13.457142857142856,7,0,Graduate,0
2,20,7.6,2.6,0.32,0,5,5,12.6,6,0,Graduate,0
5,18,12.7,3.7,-1.7,0,6,0,0.0,0,0,Dropout,2
1,18,8.9,1.4,3.51,0,6,6,13.666666666666666,6,0,Graduate,0
4,18,11.1,0.6,2.02,0,5,5,11.6,5,0,Graduate,0
1,24,11.1,0.6,2.02,0,6,6,12.571428571428571,9,0,Dropout,0
4,18,10.8,1.4,1.74,0,6,5,11.8,7,0,Dropout,0
3,19,9.4,-0.8,-3.12,0,5,5,11.6,5,0,Enrolled,0
3,19,8.9,1.4,3.51,0,6,6,11.333333333333334,8,0,Graduate,0
1,18,7.6,2.6,0.32,0,6,6,10.666666666666666,6,0,Graduate,0
2,18,12.7,3.7,-1.7,0,5,4,13.5,10,1,Enrolled,0
1,19,10.8,1.4,1.74,0,0,0,0.0,0,0,Graduate,2
1,22,13.9,-0.3,0.79,2,6,6,13.333333333333334,9,0,Graduate,0
1,19,10.8,1.4,1.74,0,6,5,13.4,9,0,Enrolled,0
1,21,12.7,3.7,-1.7,0,6,3,10.2,8,0,Enrolled,0
1,21,8.9,1.4,3.51,0,6,5,13.0,6,0,Graduate,0
3,18,10.8,1.4,1.74,0,8,7,12.90857142857143,11,0,Graduate,0
5,20,10.8,1.4,1.74,0,6,4,12.0,12,0,Dropout,0
3,18,7.6,2.6,0.32,0,6,6,10.833333333333334,9,0,Enrolled,0
3,19,12.7,3.7,-1.7,0,6,6,15.333333333333334,6,0,Graduate,0
2,18,11.1,0.6,2.02,0,7,6,12.816666666666668,9,0,Enrolled,0
1,26,11.1,0.6,2.02,6,7,6,13.0,7,0,Dropout,0
1,19,8.9,1.4,3.51,0,6,2,13.5,11,1,Enrolled,0
1,35,15.5,2.8,-4.06,0,6,6,12.5,7,0,Graduate,1
1,19,12.4,0.5,1.79,0,6,6,13.0,7,0,Graduate,0
1,18,10.8,1.4,1.74,0,5,4,11.75,6,0,Graduate,0
5,19,7.6,2.6,0.32,0,5,4,12.5,5,0,Graduate,0
1,25,12.4,0.5,1.79,16,17,17,11.61111111111111,19,0,Graduate,3
6,18,11.1,0.6,2.02,0,6,6,14.0,6,0,Graduate,0
1,26,16.2,0.3,-0.92,0,6,0,0.0,8,0,Dropout,2
1,34,9.4,-0.8,-3.12,0,5,5,13.8,5,0,Graduate,1
2,18,12.7,3.7,-1.7,0,5,0,0.0,6,0,Dropout,2
1,18,9.4,-0.8,-3.12,0,0,0,0.0,0,0,Dropout,2
3,18,8.9,1.4,3.51,0,5,4,12.25,9,0,Dropout,0
1,20,12.4,0.5,1.79,0,6,3,11.5,12,0,Dropout,0
1,25,16.2,0.3,-0.92,2,7,6,12.571428571428571,9,0,Graduate,0
1,18,11.1,0.6,2.02,0,6,6,12.0,9,0,Dropout,0
1,19,15.5,2.8,-4.06,8,12,11,12.0,17,2,Graduate,3
1,20,10.8,1.4,1.74,0,0,0,0.0,0,0,Dropout,2
2,20,10.8,1.4,1.74,1,7,6,12.0,9,0,Graduate,0
1,20,7.6,2.6,0.32,0,5,4,11.6,9,0,Enrolled,0
2,19,11.1,0.6,2.02,0,5,0,0.0,5,0,Dropout,2
1,20,8.9,1.4,3.51,0,5,5,12.0,9,0,Enrolled,0
6,18,11.1,0.6,2.02,0,7,6,13.976666666666668,8,0,Enrolled,0
1,19,16.2,0.3,-0.92,0,6,4,12.5,10,0,Enrolled,0
1,20,9.4,-0.8,-3.12,0,5,0,0.0,5,0,Dropout,2
1,24,15.5,2.8,-4.06,0,6,4,10.5,15,0,Dropout,0
1,20,16.2,0.3,-0.92,0,6,5,12.857142857142858,8,0,Graduate,0
3,19,9.4,-0.8,-3.12,0,5,3,11.666666666666666,7,0,Enrolled,0
1,23,8.9,1.4,3.51,0,5,2,13.0,7,0,Dropout,0
2,20,7.6,2.6,0.32,0,6,6,11.833333333333334,8,0,Enrolled,0
4,21,9.4,-0.8,-3.12,9,11,11,12.454545454545457,11,0,Graduate,3
2,20,10.8,1.4,1.74,0,5,3,11.0,6,0,Dropout,0
5,21,7.6,2.6,0.32,0,5,4,13.2,10,0,Enrolled,0
1,18,11.1,0.6,2.02,0,6,6,15.5,6,0,Graduate,0
3,18,11.1,0.6,2.02,0,6,6,12.333333333333334,8,0,Graduate,0
1,18,13.9,-0.3,0.79,0,5,5,12.0,13,0,Enrolled,0
1,20,15.5,2.8,-4.06,0,6,4,11.6,12,0,Enrolled,0
1,18,16.2,0.3,-0.92,0,6,6,11.333333333333334,7,0,Graduate,0
1,19,9.4,-0.8,-3.12,0,6,0,0.0,12,1,Dropout,2
1,20,10.8,1.4,1.74,0,5,4,12.0,7,0,Enrolled,0
1,19,9.4,-0.8,-3.12,0,5,4,12.0,11,1,Graduate,0
1,33,12.7,3.7,-1.7,0,5,2,12.5,11,0,Dropout,1
1,21,8.9,1.4,3.51,6,12,12,13.666666666666666,12,0,Graduate,3
1,25,15.5,2.8,-4.06,0,6,2,14.5,17,2,Dropout,0
1,20,12.4,0.5,1.79,0,6,4,13.2,10,0,Dropout,0
1,22,8.9,1.4,3.51,1,7,5,12.166666666666666,11,0,Dropout,0
1,39,10.8,1.4,1.74,0,6,4,11.25,10,0,Graduate,1
2,21,8.9,1.4,3.51,0,6,6,15.166666666666666,8,0,Graduate,0
1,19,16.2,0.3,-0.92,0,6,6,11.166666666666666,8,0,Graduate,0
1,26,7.6,2.6,0.32,0,7,6,10.983333333333334,8,0,Graduate,0
2,19,15.5,2.8,-4.06,0,6,4,10.75,8,0,Graduate,0
1,20,8.9,1.4,3.51,7,12,11,13.384615384615383,15,0,Graduate,3
1,25,15.5,2.8,-4.06,0,6,6,11.285714285714286,8,0,Enrolled,0
1,24,16.2,0.3,-0.92,0,6,0,0.0,13,3,Dropout,2
6,20,7.6,2.6,0.32,0,5,4,13.0,7,0,Graduate,0
1,29,13.9,-0.3,0.79,0,6,6,16.11111111111111,9,0,Graduate,0
1,20,16.2,0.3,-0.92,0,6,6,11.5,8,0,Graduate,0
1,20,13.9,-0.3,0.79,0,6,4,10.75,15,0,Dropout,0
1,24,11.1,0.6,2.02,0,6,4,11.6,10,0,Graduate,0
1,24,16.2,0.3,-0.92,0,7,0,0.0,21,3,Dropout,2
1,23,11.1,0.6,2.02,0,5,5,13.8,5,0,Graduate,0
1,20,15.5,2.8,-4.06,0,7,7,13.585714285714284,8,0,Graduate,0
2,19,15.5,2.8,-4.06,0,6,6,13.857142857142858,8,0,Graduate,0
1,28,11.1,0.6,2.02,0,6,5,12.0,12,0,Enrolled,0
1,20,13.9,-0.3,0.79,0,6,6,13.444444444444445,9,0,Graduate,0
1,18,8.9,1.4,3.51,0,6,6,14.0,6,0,Graduate,0
1,20,10.8,1.4,1.74,0,6,1,12.0,10,1,Dropout,0
1,33,10.8,1.4,1.74,0,5,5,14.2,5,0,Graduate,1
1,35,12.4,0.5,1.79,0,7,5,13.34,11,0,Enrolled,1
1,27,12.7,3.7,-1.7,3,8,7,12.457142857142856,12,0,Enrolled,0
5,19,9.4,-0.8,-3.12,0,6,3,11.0,12,0,Dropout,0
1,31,15.5,2.8,-4.06,0,5,4,10.5,13,0,Enrolled,1
1,19,9.4,-0.8,-3.12,0,0,0,0.0,0,0,Graduate,2
1,22,15.5,2.8,-4.06,9,13,13,14.0,13,0,Graduate,3
1,39,12.7,3.7,-1.7,0,7,0,0.0,0,0,Dropout,1
1,22,12.4,0.5,1.79,0,1,0,0.0,1,0,Dropout,2
1,47,9.4,-0.8,-3.12,0,5,4,10.0,8,0,Enrolled,1
1,19,11.1,0.6,2.02,0,0,0,0.0,0,0,Graduate,2
1,19,12.4,0.5,1.79,0,6,6,13.5,6,0,Graduate,0
1,19,15.5,2.8,-4.06,0,7,0,0.0,0,0,Dropout,2
1,21,11.1,0.6,2.02,15,17,17,13.38888888888889,18,0,Graduate,3
1,39,12.4,0.5,1.79,0,7,0,0.0,0,0,Dropout,1
1,19,8.9,1.4,3.51,6,12,12,13.583333333333334,12,0,Graduate,3
1,20,13.9,-0.3,0.79,0,0,0,0.0,0,0,Enrolled,2
1,24,12.7,3.7,-1.7,0,5,0,0.0,5,0,Dropout,2
1,27,12.7,3.7,-1.7,0,5,1,10.0,9,0,Dropout,0
1,29,11.1,0.6,2.02,0,5,5,15.2,5,0,Graduate,0
1,20,12.4,0.5,1.79,0,6,4,12.8,12,0,Dropout,0
1,21,9.4,-0.8,-3.12,0,5,5,11.166666666666666,7,0,Dropout,0
